event_id,site_id,start_date,end_date,peak_date,duration_days,peak_zscore,mean_zscore,detection_methods,vote_count_max,ground_truth_label,ground_truth_confidence,label_source,label_kind,consensus_status,agreement_ratio,judge_models,n_judges,n_valid_judges,rationale,key_evidence,data_gaps,raw_labels,raw_confidences,silver_original
EVT-00076,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-03-17,2022-03-17,2022-03-17,1,2.4821264185335776,2.4821264185335776,,2,sampling,0.7,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The wastewater signal shows a decrease, not an increase. The hospitalization trend is decreasing. There is no evidence of environmental factors. The event appears to be an isolated drop in signal. | Isolated wastewater signal with no significant environmental or clinical support","[""Wastewater signal shows a decrease of -46.4632% compared to the context."", ""Hospital admission trend is decreasing by -22.9%."", ""Rainfall is minimal (0.5mm total)."", ""Flow is not high (max percentile 0.482)."", ""Peak z-score of 2.4821 on 2022-03-17"", ""Precipitation minimal (0.5mm)"", ""Flow percentile near baseline (0.471)"", ""Hospitalization trend decreasing (-22.9%)""]","[""No nearby site comparisons"", ""Limited temperature data"", ""No clear clinical correlation""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.7, 0.7]",sampling
EVT-00077,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-04-07,2022-04-07,2022-04-07,1,0.4821732357166822,0.4821732357166822,,2,sampling,0.45,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The evidence shows a peak in wastewater concentration but no significant rise in clinical follow-up or environmental perturbation. The variant shift is noted, but it does not meet the criteria for an epidemic without supporting clinical data. | The wastewater signal shows a small increase, but the hospitalization data shows a decreasing trend. There is a variant shift occurring, but the clinical data does not support an epidemic. No rainfall or high flow is present.","[""Peak wastewater concentration on 2022-04-07 with a z-score of 0.4822."", ""No significant rainfall or flow changes during the event period."", ""Peak zscore is 0.4822."", ""Hospital admission trend is stable with a -19.3% change."", ""No significant rainfall or high flow."", ""BA.2 variant is becoming dominant.""]","[""Lack of clinical follow-up data showing a rise in hospitalizations."", ""No nearby sites to compare for regional patterns."", ""Hospitalization data is at the state level, not site-specific."", ""No temperature data is available.""]","[""uncertain"", ""uncertain"", ""sampling""]","[0.5, 0.4, 0.7]",uncertain
EVT-00078,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-06-17,2022-06-20,2022-06-20,4,2.303941920587568,1.6508615369864288,,3,epidemic,0.875,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,The event occurred during a period with a variant shift (BA.2.12.1 to BA.5) and a significant increase in hospital admissions (23%). There was no significant rainfall or high flow to confound the signal. | Strong clinical rise with variant transition during COVID-19 period,"[""Hospital admissions increased by 23% during the event window."", ""A variant shift from BA.2.12.1 to BA.5 occurred during the event window."", ""No significant rainfall or high flow was observed."", ""Hospitalization 7-day average increased from 50.7 to 65.9 (30.7% rise)"", ""Variant shift from BA.2.12.1 to BA.5 on 2022-06-19"", ""Wastewater concentration increased 15.7% with peak zscore of 2.3""]","[""No nearby regional wastewater sites for corroboration"", ""Limited temperature data in weather records""]","[""uncertain"", ""epidemic"", ""epidemic""]","[0.9, 0.9, 0.85]",epidemic
EVT-00079,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-07-07,2022-07-07,2022-07-07,1,2.2029172794647707,2.2029172794647707,,2,sampling,0.7667,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event shows an isolated spike in wastewater concentration with no significant clinical follow-up rise or environmental perturbation. The hospitalization data indicates a stable trend with no increase, supporting the sampling label. | The event is an isolated spike with a z-score of 2.2. There is no significant rainfall or high flow. Hospital admissions are stable. There are no nearby sites showing a similar trend.","[""Peak z-score of 2.2029 indicates an isolated spike."", ""No significant rainfall or flow changes during the event."", ""Isolated spike candidate is true."", ""No significant rainfall or high flow."", ""Hospital admission trend is stable."", ""Peak z-score of 2.2029 indicates a minor signal"", ""No rainfall or flow anomalies detected"", ""Hospitalization trend is stable with slight decline""]","[""Lack of clinical follow-up data for the specific date of the anomaly."", ""No nearby sites to compare trends."", ""Limited temperature data"", ""No nearby site comparisons""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.7]",sampling
EVT-00080,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-11-09,2022-11-09,2022-11-09,1,2.172217753220288,2.172217753220288,,2,sampling,0.45,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The evidence shows a significant rainfall event (16.8mm) and a stable trend in clinical admissions, with no clear rise in hospitalizations. The anomaly does not meet the criteria for epidemic or mixed, and the lack of clinical rise alongside environmental perturbation leads to uncertainty. | The wastewater signal decreased, but there was moderate rainfall. Hospitalizations show a slight upward trend, but the change is not meaningful enough to suggest an epidemic. The variant data shows BA.5 as dominant with BQ.1 emerging.","[""Rainfall of 16.8mm over the event period"", ""Stable trend in clinical admissions with no significant rise"", ""Peak z-score is 2.1722."", ""Rainfall of 11.7mm on the peak date."", ""Hospital admission trend is stable with a 18.9% change.""]","[""No clinical follow-up data indicating a rise in hospitalizations"", ""No nearby sites showing similar trends"", ""No nearby sites to compare trends."", ""Hospitalization data is at the state level, not site-specific.""]","[""uncertain"", ""uncertain"", ""environmental""]","[0.5, 0.4, 0.8]",uncertain
EVT-00081,NWSS_nv_554_Treatment plant_90_raw wastewater,2023-06-20,2023-06-20,2023-06-20,1,2.5252217159773767,2.5252217159773767,,2,environmental,0.7,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly event occurred during a period of high flow (discharge percentile > 95th percentile for three days). There was no significant rainfall. Hospital admissions show a stable trend, with a slight increase that is not meaningful enough to suggest an epidemic. | High flow event with water discharge percentiles consistently above 0.95, indicating significant hydrology disturbance","[""High flow event: discharge percentile > 95th percentile for three days."", ""No significant rainfall: total rainfall 0.0mm."", ""Hospital admissions: stable trend with a slight increase (15.06%) which is not meaningful."", ""Daily discharge percentiles: 0.97, 0.96, 0.96"", ""No significant rainfall (0.0mm)"", ""No substantial clinical rise in hospitalizations""]","[""Limited weather data"", ""No nearby site comparisons""]","[""uncertain"", ""environmental"", ""environmental""]","[0.5, 0.7, 0.7]",environmental
EVT-00082,NWSS_nv_554_Treatment plant_90_raw wastewater,2023-11-23,2023-11-23,2023-11-23,1,2.520711151835694,2.520711151835694,,2,sampling,0.7667,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly shows an isolated spike in wastewater concentration with no significant environmental perturbation or clinical rise in hospitalizations. The peak value is lower than the pre-mean and post-mean, indicating a local decrease rather than an epidemic trend. | The event is an isolated spike with a z-score of 2.52. There is no rainfall or high flow. Hospital admissions show a stable trend with a slight increase, but less than 20%. There are no nearby sites and the derived assessment indicates an isolated spike candidate.","[""Peak value of 15.3474 is lower than the pre-mean of 17.7246 and post-mean of 17.4393."", ""No rainfall or significant environmental changes reported during the anomaly period."", ""Isolated spike candidate: true"", ""No significant rainfall or high flow"", ""Hospital admission trend is stable with a slight increase of 14.5%"", ""Peak z-score of 2.5207 indicates a brief anomaly"", ""No rainfall or significant flow changes"", ""Hospitalization trend is stable with minimal variation""]","[""Lack of clinical follow-up data to assess any potential health impacts."", ""No nearby sites to compare trends."", ""Limited weather data"", ""No nearby site comparisons"", ""Incomplete variant tracking details""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.7]",sampling
EVT-00083,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-02-15,2024-02-15,2024-02-15,1,2.194235545931844,2.194235545931844,,2,sampling,0.65,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,The event is an isolated spike with a z-score of 2.1942. There is no significant rainfall or high flow. Hospital admissions are decreasing during the event window. | Isolated wastewater signal with no significant environmental or clinical support,"[""Peak z-score is 2.1942."", ""No significant rainfall (0.0mm) or high flow (max percentile 0.642)."", ""Hospital admissions are decreasing (trend change pct -28.4%)."", ""Peak z-score of 2.1942 is modest"", ""No rainfall or significant flow variation"", ""Hospitalization trend is decreasing"", ""No regional pattern or variant shift detected""]","[""Limited weather data"", ""No nearby site comparisons"", ""State-level hospitalization data only""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.7, 0.6]",sampling
EVT-00084,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-10,2024-06-10,2024-06-10,1,2.0706848631889727,2.0706848631889727,,2,uncertain,0.65,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event is an isolated spike with a z-score of 2.07. There is no rainfall, high flow, clinical data, or variant shift to support an alternative label. | Isolated signal with no supporting environmental or clinical evidence","[""Peak z-score is 2.07."", ""No significant rainfall (0.0mm) or high flow (86th percentile)."", ""No clinical data available."", ""No variant shift detected."", ""No rainfall detected"", ""Flow within normal range (86th percentile)"", ""No hospitalization data available"", ""No variant shifts detected""]","[""Clinical data is missing."", ""Missing hospitalization data"", ""No nearby site comparisons"", ""Limited weather information""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.7, 0.6]",sampling
EVT-00085,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-19,2024-06-19,2024-06-19,1,1.944686693634544,1.944686693634544,,2,uncertain,0.65,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event is an isolated spike with a z-score of 1.9447. There is no rainfall, no high flow, no clinical data, no variant shift, and no nearby sites showing a similar trend. | Isolated wastewater signal with no supporting clinical, environmental, or variant evidence","[""Peak z-score is 1.9447."", ""No rainfall was recorded during the event period."", ""Flow percentile max is 0.751, indicating no high flow."", ""No clinical data is available."", ""No variant shift occurred during the event period."", ""No nearby sites show a similar trend."", ""Z-score of 1.9447 indicates minor signal variation"", ""No rainfall or significant flow changes""]","[""Clinical data is missing."", ""Missing hospitalization data"", ""No nearby site comparisons"", ""Incomplete weather records""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.7, 0.6]",sampling
EVT-00086,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-25,2024-06-25,2024-06-25,1,2.5423085042154345,2.5423085042154345,,2,sampling,0.7667,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event shows an isolated spike in wastewater concentration with no significant environmental perturbation or clinical follow-up data to support an epidemic. The peak value is significantly lower than the mean, indicating an anomaly rather than a trend. | The event is an isolated spike with a z-score of 2.54. There is no rainfall, high flow, clinical data, or variant shift to support an alternative explanation. The derived assessment also flags this as an isolated spike candidate.","[""Peak value of 14.375 is significantly lower than the pre-mean of 18.5119."", ""No rainfall or significant environmental changes reported during the event."", ""Isolated spike candidate is true."", ""No significant rainfall or high flow."", ""No clinical data available."", ""No variant shift."", ""Peak z-score of 2.5423 with single-day duration"", ""No rainfall or significant flow changes""]","[""Lack of clinical follow-up data to assess any potential health impacts."", ""No nearby sites showing similar trends to support a regional pattern."", ""Clinical data is missing."", ""Missing hospitalization data"", ""No nearby site comparisons"", ""Limited weather information""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.7]",sampling
